sample,Time (s),CMD_POS_FLOATMAG_BH,ENC_POS_FLOATMAG_BH,POS_ERR_FLOATMAG_BH,DAC_FLOATMAG_BH,MODE_FLOATMAG_BH,ENC_POS_FLOATMAG_FBX,ENC_POS_FLOATMAG_FBY,ENC_POS_FLOATMAG_FB_COUNT,ENC_POS_FLOATMAG_FB_SCORE,EndPoint_X(um),ENC_X(um)
1326,0.16575,0,1,-1,-240,ff010001,6266880,5287936,15471,1,-0.233463035,0.005
1327,0.165875,0,-4,4,-199,ff010001,6266880,5287936,15471,1,-0.233463035,-0.02
1328,0.166,0,4,-4,-242,ff010001,6266880,5287936,15471,1,-0.233463035,0.02
1329,0.166125,0,-11,11,-199,ff010001,6189056,5275648,15472,1,-0.97566186,-0.055
1330,0.16625,0,0,0,-207,ff010001,6189056,5275648,15472,1,-0.97566186,0
1331,0.166375,0,-13,13,-218,ff010001,6189056,5275648,15472,1,-0.97566186,-0.065
1332,0.1665,0,3,-3,-242,ff010001,6086656,5287936,15473,1,-1.952239261,0.015
1333,0.166625,0,-10,10,-245,ff010001,6086656,5287936,15473,1,-1.952239261,-0.05
1334,0.16675,0,-15,15,-142,ff010001,6086656,5287936,15473,1,-1.952239261,-0.075
1335,0.166875,0,-15,15,-190,ff010001,6033408,5283840,15474,1,-2.46005951,-0.075
1336,0.167,0,-15,15,-221,ff010001,6033408,5283840,15474,1,-2.46005951,-0.075
1337,0.167125,0,-20,20,-200,ff010001,6033408,5283840,15474,1,-2.46005951,-0.1
1338,0.16725,0,-20,20,-194,ff010001,5984256,5230592,15475,1,-2.928816663,-0.1
1339,0.167375,0,-20,20,-216,ff010001,5984256,5230592,15475,1,-2.928816663,-0.1
1340,0.1675,0,-20,20,-217,ff010001,5918720,5320704,15476,1,-3.5538262,-0.1
1341,0.167625,0,-23,23,-201,ff010001,5918720,5320704,15476,1,-3.5538262,-0.115
1342,0.16775,0,-22,22,-202,ff010001,5918720,5320704,15476,1,-3.5538262,-0.11
1343,0.167875,0,-22,22,-216,ff010001,5877760,5255168,15477,1,-3.94445716,-0.11
1344,0.168,0,-26,26,-193,ff010001,5877760,5255168,15477,1,-3.94445716,-0.13
1345,0.168125,0,-25,25,-194,ff010001,5877760,5255168,15477,1,-3.94445716,-0.125
1346,0.16825,0,-28,28,-198,ff010001,5865472,5259264,15478,1,-4.061646448,-0.14
1347,0.168375,0,-31,31,-179,ff010001,5865472,5259264,15478,1,-4.061646448,-0.155
1348,0.1685,0,-31,31,-189,ff010001,5865472,5259264,15478,1,-4.061646448,-0.155
1349,0.168625,0,-28,28,-219,ff010001,5861376,5251072,15479,1,-4.100709545,-0.14
1350,0.16875,0,-29,29,-217,ff010001,5861376,5251072,15479,1,-4.100709545,-0.145
1351,0.168875,0,-30,30,-196,ff010001,5877760,5177344,15480,1,-3.94445716,-0.15
1352,0.169,0,-30,30,-197,ff010001,5877760,5177344,15480,1,-3.94445716,-0.15
1353,0.169125,0,-30,30,-201,ff010001,5877760,5177344,15480,1,-3.94445716,-0.15
1354,0.16925,0,-31,31,-197,ff010001,5910528,5251072,15481,1,-3.631952392,-0.155
1355,0.169375,0,-31,31,-196,ff010001,5910528,5251072,15481,1,-3.631952392,-0.155
1356,0.1695,0,-33,33,-190,ff010001,5910528,5251072,15481,1,-3.631952392,-0.165
1357,0.169625,0,-32,32,-194,ff010001,5967872,5181440,15482,1,-3.085069047,-0.16
1358,0.16975,0,-25,25,-238,ff010001,5967872,5181440,15482,1,-3.085069047,-0.125
1359,0.169875,0,-25,25,-238,ff010001,5967872,5181440,15482,1,-3.085069047,-0.125
1360,0.17,0,-24,24,-209,ff010001,5996544,5242880,15483,1,-2.811627375,-0.12
1361,0.170125,0,-23,23,-210,ff010001,5996544,5242880,15483,1,-2.811627375,-0.115
1362,0.17025,0,-20,20,-221,ff010001,6094848,5160960,15484,1,-1.874113069,-0.1
1363,0.170375,0,-20,20,-219,ff010001,6094848,5160960,15484,1,-1.874113069,-0.1
1364,0.1705,0,-18,18,-214,ff010001,6094848,5160960,15484,1,-1.874113069,-0.09
1365,0.170625,0,-15,15,-229,ff010001,6144000,5271552,15485,1,-1.405355917,-0.075
1366,0.17075,0,-12,12,-237,ff010001,6144000,5271552,15485,1,-1.405355917,-0.06
1367,0.170875,0,-12,12,-225,ff010001,6144000,5271552,15485,1,-1.405355917,-0.06
1368,0.171,0,-10,10,-220,ff010001,6250496,5189632,15486,1,-0.389715419,-0.05
1369,0.171125,0,-9,9,-225,ff010001,6250496,5189632,15486,1,-0.389715419,-0.045
1370,0.17125,0,-5,5,-237,ff010001,6250496,5189632,15486,1,-0.389715419,-0.025
1371,0.171375,0,-10,10,-211,ff010001,6324224,5222400,15487,1,0.31342031,-0.05
1372,0.1715,0,-10,10,-189,ff010001,6324224,5222400,15487,1,0.31342031,-0.05
1373,0.171625,0,-4,4,-240,ff010001,6389760,5193728,15488,1,0.938429847,-0.02
1374,0.17175,0,-3,3,-253,ff010001,6389760,5193728,15488,1,0.938429847,-0.015
1375,0.171875,0,-2,2,-230,ff010001,6389760,5193728,15488,1,0.938429847,-0.01
1376,0.172,0,5,-5,-256,ff010001,6475776,5160960,15489,1,1.758754864,0.025
1377,0.172125,0,5,-5,-256,ff010001,6475776,5160960,15489,1,1.758754864,0.025
1378,0.17225,0,9,-9,-242,ff010001,6475776,5160960,15489,1,1.758754864,0.045
1379,0.172375,0,12,-12,-257,ff010001,6565888,5169152,15490,1,2.618142977,0.06
1380,0.1725,0,10,-10,-232,ff010001,6565888,5169152,15490,1,2.618142977,0.05
1381,0.172625,0,16,-16,-245,ff010001,6565888,5169152,15490,1,2.618142977,0.08
1382,0.17275,0,13,-13,-244,ff010001,6639616,5095424,15491,1,3.321278706,0.065
1383,0.172875,0,16,-16,-231,ff010001,6639616,5095424,15491,1,3.321278706,0.08
1384,0.173,0,15,-15,-240,ff010001,6639616,5095424,15491,1,3.321278706,0.075
1385,0.173125,0,15,-15,-228,ff010001,6684672,5136384,15492,1,3.750972763,0.075
1386,0.17325,0,15,-15,-232,ff010001,6684672,5136384,15492,1,3.750972763,0.075
1387,0.173375,0,15,-15,-234,ff010001,6705152,5144576,15493,1,3.946288243,0.075
1388,0.1735,0,18,-18,-249,ff010001,6705152,5144576,15493,1,3.946288243,0.09
1389,0.173625,0,15,-15,-236,ff010001,6705152,5144576,15493,1,3.946288243,0.075
1390,0.17375,0,17,-17,-230,ff010001,6717440,5251072,15494,1,4.063477531,0.085
1391,0.173875,0,17,-17,-244,ff010001,6717440,5251072,15494,1,4.063477531,0.085
1392,0.174,0,20,-20,-251,ff010001,6717440,5251072,15494,1,4.063477531,0.1
1393,0.174125,0,22,-22,-261,ff010001,6729728,5267456,15495,1,4.180666819,0.11
1394,0.17425,0,24,-24,-258,ff010001,6729728,5267456,15495,1,4.180666819,0.12
1395,0.174375,0,24,-24,-249,ff010001,6729728,5267456,15495,1,4.180666819,0.12
1396,0.1745,0,23,-23,-234,ff010001,6750208,5128192,15496,1,4.3759823,0.115
1397,0.174625,0,28,-28,-257,ff010001,6750208,5128192,15496,1,4.3759823,0.14
1398,0.17475,0,24,-24,-248,ff010001,6717440,5156864,15497,1,4.063477531,0.12
1399,0.174875,0,21,-21,-208,ff010001,6717440,5156864,15497,1,4.063477531,0.105
1400,0.175,0,24,-24,-238,ff010001,6717440,5156864,15497,1,4.063477531,0.12
1401,0.175125,0,22,-22,-248,ff010001,6684672,5144576,15498,1,3.750972763,0.11
1402,0.17525,0,21,-21,-230,ff010001,6684672,5144576,15498,1,3.750972763,0.105
1403,0.175375,0,18,-18,-222,ff010001,6684672,5144576,15498,1,3.750972763,0.09
1404,0.1755,0,18,-18,-226,ff010001,6643712,5160960,15499,1,3.360341802,0.09
1405,0.175625,0,19,-19,-245,ff010001,6643712,5160960,15499,1,3.360341802,0.095
1406,0.17575,0,15,-15,-228,ff010001,6643712,5160960,15499,1,3.360341802,0.075
1407,0.175875,0,16,-16,-224,ff010001,6574080,5165056,15500,1,2.696269169,0.08
1408,0.176,0,12,-12,-223,ff010001,6574080,5165056,15500,1,2.696269169,0.06
1409,0.176125,0,15,-15,-232,ff010001,6463488,5263360,15501,1,1.641565576,0.075
1410,0.17625,0,10,-10,-228,ff010001,6463488,5263360,15501,1,1.641565576,0.05
1411,0.176375,0,8,-8,-202,ff010001,6463488,5263360,15501,1,1.641565576,0.04
1412,0.1765,0,10,-10,-232,ff010001,6414336,5234688,15502,1,1.172808423,0.05
1413,0.176625,0,3,-3,-211,ff010001,6414336,5234688,15502,1,1.172808423,0.015
1414,0.17675,0,1,-1,-188,ff010001,6414336,5234688,15502,1,1.172808423,0.005
1415,0.176875,0,1,-1,-217,ff010001,6316032,5267456,15503,1,0.235294118,0.005
1416,0.177,0,1,-1,-230,ff010001,6316032,5267456,15503,1,0.235294118,0.005
1417,0.177125,0,0,0,-225,ff010001,6316032,5267456,15503,1,0.235294118,0
1418,0.17725,0,-2,2,-213,ff010001,6246400,5275648,15504,1,-0.428778515,-0.01
1419,0.177375,0,-6,6,-196,ff010001,6246400,5275648,15504,1,-0.428778515,-0.03
1420,0.1775,0,-7,7,-197,ff010001,6246400,5275648,15504,1,-0.428778515,-0.035
1421,0.177625,0,-6,6,-221,ff010001,6139904,5402624,15505,1,-1.444419013,-0.03
1422,0.17775,0,-10,10,-209,ff010001,6139904,5402624,15505,1,-1.444419013,-0.05
1423,0.177875,0,-14,14,-181,ff010001,6103040,5320704,15506,1,-1.795986877,-0.07
1424,0.178,0,-21,21,-162,ff010001,6103040,5320704,15506,1,-1.795986877,-0.105
1425,0.178125,0,-22,22,-172,ff010001,6103040,5320704,15506,1,-1.795986877,-0.11
1426,0.17825,0,-25,25,-192,ff010001,6029312,5275648,15507,1,-2.499122606,-0.125
1427,0.178375,0,-27,27,-187,ff010001,6029312,5275648,15507,1,-2.499122606,-0.135
1428,0.1785,0,-25,25,-208,ff010001,6029312,5275648,15507,1,-2.499122606,-0.125
1429,0.178625,0,-29,29,-198,ff010001,5980160,5296128,15508,1,-2.967879759,-0.145
1430,0.17875,0,-29,29,-185,ff010001,5980160,5296128,15508,1,-2.967879759,-0.145
1431,0.178875,0,-29,29,-201,ff010001,5980160,5296128,15508,1,-2.967879759,-0.145
1432,0.179,0,-28,28,-206,ff010001,5926912,5394432,15509,1,-3.475700008,-0.14
1433,0.179125,0,-28,28,-206,ff010001,5926912,5394432,15509,1,-3.475700008,-0.14
1434,0.17925,0,-25,25,-215,ff010001,5910528,5324800,15510,1,-3.631952392,-0.125
1435,0.179375,0,-28,28,-201,ff010001,5910528,5324800,15510,1,-3.631952392,-0.14
1436,0.1795,0,-30,30,-175,ff010001,5910528,5324800,15510,1,-3.631952392,-0.15
1437,0.179625,0,-30,30,-186,ff010001,5873664,5439488,15511,1,-3.983520256,-0.15
1438,0.17975,0,-30,30,-197,ff010001,5873664,5439488,15511,1,-3.983520256,-0.15
1439,0.179875,0,-33,33,-184,ff010001,5873664,5439488,15511,1,-3.983520256,-0.165
1440,0.18,0,-33,33,-182,ff010001,5898240,5316608,15512,1,-3.74914168,-0.165
1441,0.180125,0,-31,31,-205,ff010001,5898240,5316608,15512,1,-3.74914168,-0.155
1442,0.18025,0,-31,31,-207,ff010001,5898240,5316608,15512,1,-3.74914168,-0.155
1443,0.180375,0,-31,31,-197,ff010001,5906432,5402624,15513,1,-3.671015488,-0.155
1444,0.1805,0,-31,31,-195,ff010001,5906432,5402624,15513,1,-3.671015488,-0.155
1445,0.180625,0,-27,27,-214,ff010001,5935104,5427200,15514,1,-3.397573816,-0.135
1446,0.18075,0,-25,25,-226,ff010001,5935104,5427200,15514,1,-3.397573816,-0.125
1447,0.180875,0,-25,25,-208,ff010001,5935104,5427200,15514,1,-3.397573816,-0.125
1448,0.181,0,-20,20,-221,ff010001,5967872,5459968,15515,1,-3.085069047,-0.1
1449,0.181125,0,-21,21,-218,ff010001,5967872,5459968,15515,1,-3.085069047,-0.105
1450,0.18125,0,-17,17,-214,ff010001,5967872,5459968,15515,1,-3.085069047,-0.085
1451,0.181375,0,-18,18,-215,ff010001,6037504,5419008,15516,1,-2.420996414,-0.09
1452,0.1815,0,-12,12,-226,ff010001,6037504,5419008,15516,1,-2.420996414,-0.06
1453,0.181625,0,-12,12,-234,ff010001,6037504,5419008,15516,1,-2.420996414,-0.06
1454,0.18175,0,-14,14,-197,ff010001,6111232,5427200,15517,1,-1.717860685,-0.07
1455,0.181875,0,-15,15,-188,ff010001,6111232,5427200,15517,1,-1.717860685,-0.075
1456,0.182,0,-16,16,-193,ff010001,6148096,5480448,15518,1,-1.366292821,-0.08
1457,0.182125,0,-15,15,-205,ff010001,6148096,5480448,15518,1,-1.366292821,-0.075
1458,0.18225,0,-12,12,-226,ff010001,6148096,5480448,15518,1,-1.366292821,-0.06
1459,0.182375,0,-10,10,-233,ff010001,6254592,5357568,15519,1,-0.350652323,-0.05
1460,0.1825,0,-7,7,-233,ff010001,6254592,5357568,15519,1,-0.350652323,-0.035
1461,0.182625,0,-10,10,-209,ff010001,6254592,5357568,15519,1,-0.350652323,-0.05
1462,0.18275,0,-5,5,-216,ff010001,6307840,5443584,15520,1,0.157167926,-0.025
1463,0.182875,0,-3,3,-242,ff010001,6307840,5443584,15520,1,0.157167926,-0.015
1464,0.183,0,0,0,-237,ff010001,6307840,5443584,15520,1,0.157167926,0
1465,0.183125,0,2,-2,-237,ff010001,6385664,5357568,15521,1,0.899366751,0.01
1466,0.18325,0,3,-3,-228,ff010001,6385664,5357568,15521,1,0.899366751,0.015
1467,0.183375,0,3,-3,-219,ff010001,6463488,5300224,15522,1,1.641565576,0.015
1468,0.1835,0,5,-5,-224,ff010001,6463488,5300224,15522,1,1.641565576,0.025
1469,0.183625,0,5,-5,-226,ff010001,6463488,5300224,15522,1,1.641565576,0.025
1470,0.18375,0,5,-5,-218,ff010001,6516736,5443584,15523,1,2.149385824,0.025
1471,0.183875,0,10,-10,-242,ff010001,6516736,5443584,15523,1,2.149385824,0.05
1472,0.184,0,11,-11,-251,ff010001,6516736,5443584,15523,1,2.149385824,0.055
1473,0.184125,0,9,-9,-219,ff010001,6582272,5390336,15524,1,2.774395361,0.045
1474,0.18425,0,10,-10,-215,ff010001,6582272,5390336,15524,1,2.774395361,0.05
1475,0.184375,0,13,-13,-240,ff010001,6582272,5390336,15524,1,2.774395361,0.065
1476,0.1845,0,11,-11,-230,ff010001,6635520,5300224,15525,1,3.28221561,0.055
1477,0.184625,0,16,-16,-239,ff010001,6635520,5300224,15525,1,3.28221561,0.08
1478,0.18475,0,15,-15,-245,ff010001,6635520,5300224,15525,1,3.28221561,0.075
1479,0.184875,0,17,-17,-232,ff010001,6647808,5337088,15526,1,3.399404898,0.085
1480,0.185,0,21,-21,-255,ff010001,6647808,5337088,15526,1,3.399404898,0.105
1481,0.185125,0,23,-23,-260,ff010001,6672384,5353472,15527,1,3.633783474,0.115
1482,0.18525,0,20,-20,-227,ff010001,6672384,5353472,15527,1,3.633783474,0.1
1483,0.185375,0,27,-27,-248,ff010001,6672384,5353472,15527,1,3.633783474,0.135
1484,0.1855,0,26,-26,-263,ff010001,6647808,5398528,15528,1,3.399404898,0.13
1485,0.185625,0,25,-25,-227,ff010001,6647808,5398528,15528,1,3.399404898,0.125
1486,0.18575,0,24,-24,-224,ff010001,6647808,5398528,15528,1,3.399404898,0.12
1487,0.185875,0,21,-21,-215,ff010001,6651904,5296128,15529,1,3.438467994,0.105
1488,0.186,0,23,-23,-229,ff010001,6651904,5296128,15529,1,3.438467994,0.115
1489,0.186125,0,22,-22,-241,ff010001,6651904,5296128,15529,1,3.438467994,0.11
1490,0.18625,0,24,-24,-243,ff010001,6619136,5292032,15530,1,3.125963226,0.12
1491,0.186375,0,20,-20,-228,ff010001,6619136,5292032,15530,1,3.125963226,0.1
1492,0.1865,0,17,-17,-202,ff010001,6582272,5263360,15531,1,2.774395361,0.085
1493,0.186625,0,12,-12,-193,ff010001,6582272,5263360,15531,1,2.774395361,0.06
1494,0.18675,0,27,-27,-279,ff010001,6582272,5263360,15531,1,2.774395361,0.135
1495,0.186875,0,21,-21,-285,ff010001,6524928,5271552,15532,1,2.227512016,0.105
1496,0.187,0,22,-22,-217,ff010001,6524928,5271552,15532,1,2.227512016,0.11
1497,0.187125,0,16,-16,-207,ff010001,6524928,5271552,15532,1,2.227512016,0.08
1498,0.18725,0,15,-15,-197,ff010001,6455296,5296128,15533,1,1.563439384,0.075
1499,0.187375,0,12,-12,-211,ff010001,6455296,5296128,15533,1,1.563439384,0.06
1500,0.1875,0,11,-11,-212,ff010001,6455296,5296128,15533,1,1.563439384,0.055
1501,0.187625,0,11,-11,-226,ff010001,6397952,5255168,15534,1,1.016556039,0.055
1502,0.18775,0,10,-10,-227,ff010001,6397952,5255168,15534,1,1.016556039,0.05
1503,0.187875,0,5,-5,-201,ff010001,6320128,5255168,15535,1,0.274357214,0.025
1504,0.188,0,2,-2,-187,ff010001,6320128,5255168,15535,1,0.274357214,0.01
1505,0.188125,0,0,0,-199,ff010001,6320128,5255168,15535,1,0.274357214,0
1506,0.18825,0,0,0,-213,ff010001,6254592,5201920,15536,1,-0.350652323,0
1507,0.188375,0,-2,2,-214,ff010001,6254592,5201920,15536,1,-0.350652323,-0.01
1508,0.1885,0,0,0,-222,ff010001,6254592,5201920,15536,1,-0.350652323,0
1509,0.188625,0,-5,5,-207,ff010001,6193152,5136384,15537,1,-0.936598764,-0.025
1510,0.18875,0,-3,3,-203,ff010001,6193152,5136384,15537,1,-0.936598764,-0.015
1511,0.188875,0,-9,9,-197,ff010001,6193152,5136384,15537,1,-0.936598764,-0.045
1512,0.189,0,-7,7,-196,ff010001,6127616,5095424,15538,1,-1.561608301,-0.035
1513,0.189125,0,-11,11,-204,ff010001,6127616,5095424,15538,1,-1.561608301,-0.055
1514,0.18925,0,-6,6,-219,ff010001,6057984,5169152,15539,1,-2.225680934,-0.03
1515,0.189375,0,-11,11,-215,ff010001,6057984,5169152,15539,1,-2.225680934,-0.055
1516,0.1895,0,-10,10,-194,ff010001,6057984,5169152,15539,1,-2.225680934,-0.05
1517,0.189625,0,-14,14,-195,ff010001,5988352,5148672,15540,1,-2.889753567,-0.07
1518,0.18975,0,-15,15,-186,ff010001,5988352,5148672,15540,1,-2.889753567,-0.075
1519,0.189875,0,-20,20,-179,ff010001,5988352,5148672,15540,1,-2.889753567,-0.1
1520,0.19,0,-20,20,-182,ff010001,5935104,5185536,15541,1,-3.397573816,-0.1
1521,0.190125,0,-18,18,-215,ff010001,5935104,5185536,15541,1,-3.397573816,-0.09
1522,0.19025,0,-20,20,-208,ff010001,5935104,5185536,15541,1,-3.397573816,-0.1
1523,0.190375,0,-21,21,-191,ff010001,5914624,5099520,15542,1,-3.592889296,-0.105
1524,0.1905,0,-18,18,-212,ff010001,5914624,5099520,15542,1,-3.592889296,-0.09
1525,0.190625,0,-23,23,-195,ff010001,5914624,5099520,15542,1,-3.592889296,-0.115
1526,0.19075,0,-21,21,-187,ff010001,5873664,5124096,15543,1,-3.983520256,-0.105
1527,0.190875,0,-23,23,-200,ff010001,5873664,5124096,15543,1,-3.983520256,-0.115
1528,0.191,0,-22,22,-196,ff010001,5898240,5152768,15544,1,-3.74914168,-0.11
1529,0.191125,0,-25,25,-190,ff010001,5898240,5152768,15544,1,-3.74914168,-0.125
1530,0.19125,0,-28,28,-170,ff010001,5898240,5152768,15544,1,-3.74914168,-0.14
1531,0.191375,0,-27,27,-185,ff010001,5885952,5210112,15545,1,-3.866330968,-0.135
1532,0.1915,0,-31,31,-182,ff010001,5885952,5210112,15545,1,-3.866330968,-0.155
1533,0.191625,0,-33,33,-166,ff010001,5885952,5210112,15545,1,-3.866330968,-0.165
1534,0.19175,0,-34,34,-177,ff010001,5922816,5173248,15546,1,-3.514763104,-0.17
1535,0.191875,0,-30,30,-206,ff010001,5922816,5173248,15546,1,-3.514763104,-0.15
1536,0.192,0,-31,31,-209,ff010001,5922816,5173248,15546,1,-3.514763104,-0.155
1537,0.192125,0,-30,30,-193,ff010001,5947392,5251072,15547,1,-3.280384527,-0.15
1538,0.19225,0,-27,27,-209,ff010001,5947392,5251072,15547,1,-3.280384527,-0.135
1539,0.192375,0,-27,27,-206,ff010001,6017024,5156864,15548,1,-2.616311894,-0.135
1540,0.1925,0,-28,28,-186,ff010001,6017024,5156864,15548,1,-2.616311894,-0.14
1541,0.192625,0,-25,25,-198,ff010001,6017024,5156864,15548,1,-2.616311894,-0.125
1542,0.19275,0,-22,22,-220,ff010001,6074368,5197824,15549,1,-2.06942855,-0.11
1543,0.192875,0,-20,20,-219,ff010001,6074368,5197824,15549,1,-2.06942855,-0.1
1544,0.193,0,-24,24,-185,ff010001,6074368,5197824,15549,1,-2.06942855,-0.12
1545,0.193125,0,-23,23,-176,ff010001,6139904,5173248,15550,1,-1.444419013,-0.115
1546,0.19325,0,-21,21,-205,ff010001,6139904,5173248,15550,1,-1.444419013,-0.105
1547,0.193375,0,-21,21,-205,ff010001,6139904,5173248,15550,1,-1.444419013,-0.105
1548,0.1935,0,-20,20,-200,ff010001,6209536,5259264,15551,1,-0.78034638,-0.1
1549,0.193625,0,-18,18,-209,ff010001,6209536,5259264,15551,1,-0.78034638,-0.09
1550,0.19375,0,-13,13,-230,ff010001,6307840,5234688,15552,1,0.157167926,-0.065
1551,0.193875,0,-12,12,-229,ff010001,6307840,5234688,15552,1,0.157167926,-0.06
1552,0.194,0,-8,8,-224,ff010001,6307840,5234688,15552,1,0.157167926,-0.04
1553,0.194125,0,-5,5,-234,ff010001,6373376,5263360,15553,1,0.782177462,-0.025
1554,0.19425,0,-2,2,-232,ff010001,6373376,5263360,15553,1,0.782177462,-0.01
1555,0.194375,0,0,0,-229,ff010001,6373376,5263360,15553,1,0.782177462,0
1556,0.1945,0,0,0,-216,ff010001,6430720,5341184,15554,1,1.329060807,0
1557,0.194625,0,5,-5,-231,ff010001,6430720,5341184,15554,1,1.329060807,0.025
1558,0.19475,0,5,-5,-235,ff010001,6430720,5341184,15554,1,1.329060807,0.025
1559,0.194875,0,5,-5,-213,ff010001,6508544,5328896,15555,1,2.071259632,0.025
1560,0.195,0,5,-5,-212,ff010001,6508544,5328896,15555,1,2.071259632,0.025
1561,0.195125,0,8,-8,-227,ff010001,6578176,5328896,15556,1,2.735332265,0.04
1562,0.19525,0,12,-12,-250,ff010001,6578176,5328896,15556,1,2.735332265,0.06
1563,0.195375,0,11,-11,-235,ff010001,6578176,5328896,15556,1,2.735332265,0.055
1564,0.1955,0,12,-12,-219,ff010001,6606848,5386240,15557,1,3.008773938,0.06
1565,0.195625,0,14,-14,-232,ff010001,6606848,5386240,15557,1,3.008773938,0.07
1566,0.19575,0,20,-20,-259,ff010001,6606848,5386240,15557,1,3.008773938,0.1
1567,0.195875,0,15,-15,-230,ff010001,6668288,5341184,15558,1,3.594720378,0.075
1568,0.196,0,20,-20,-222,ff010001,6668288,5341184,15558,1,3.594720378,0.1
1569,0.196125,0,17,-17,-232,ff010001,6668288,5341184,15558,1,3.594720378,0.085
1570,0.19625,0,23,-23,-240,ff010001,6692864,5332992,15559,1,3.829098955,0.115
1571,0.196375,0,21,-21,-246,ff010001,6692864,5332992,15559,1,3.829098955,0.105
1572,0.1965,0,23,-23,-229,ff010001,6692864,5332992,15559,1,3.829098955,0.115
1573,0.196625,0,22,-22,-232,ff010001,6692864,5394432,15560,1,3.829098955,0.11
1574,0.19675,0,21,-21,-219,ff010001,6692864,5394432,15560,1,3.829098955,0.105
1575,0.196875,0,21,-21,-223,ff010001,6705152,5402624,15561,1,3.946288243,0.105
1576,0.197,0,20,-20,-224,ff010001,6705152,5402624,15561,1,3.946288243,0.1
1577,0.197125,0,18,-18,-215,ff010001,6705152,5402624,15561,1,3.946288243,0.09
1578,0.19725,0,20,-20,-228,ff010001,6668288,5459968,15562,1,3.594720378,0.1
1579,0.197375,0,20,-20,-239,ff010001,6668288,5459968,15562,1,3.594720378,0.1
1580,0.1975,0,22,-22,-240,ff010001,6668288,5459968,15562,1,3.594720378,0.11
1581,0.197625,0,21,-21,-235,ff010001,6647808,5414912,15563,1,3.399404898,0.105
1582,0.19775,0,15,-15,-196,ff010001,6647808,5414912,15563,1,3.399404898,0.075
1583,0.197875,0,18,-18,-210,ff010001,6647808,5414912,15563,1,3.399404898,0.09
1584,0.198,0,19,-19,-246,ff010001,6631424,5345280,15564,1,3.243152514,0.095
1585,0.198125,0,17,-17,-226,ff010001,6631424,5345280,15564,1,3.243152514,0.085
1586,0.19825,0,16,-16,-213,ff010001,6574080,5357568,15565,1,2.696269169,0.08
1587,0.198375,0,13,-13,-207,ff010001,6574080,5357568,15565,1,2.696269169,0.065
1588,0.1985,0,15,-15,-220,ff010001,6574080,5357568,15565,1,2.696269169,0.075
1589,0.198625,0,13,-13,-227,ff010001,6520832,5337088,15566,1,2.18844892,0.065
1590,0.19875,0,7,-7,-188,ff010001,6520832,5337088,15566,1,2.18844892,0.035
1591,0.198875,0,10,-10,-206,ff010001,6520832,5337088,15566,1,2.18844892,0.05
1592,0.199,0,11,-11,-242,ff010001,6443008,5410816,15567,1,1.446250095,0.055
1593,0.199125,0,8,-8,-217,ff010001,6443008,5410816,15567,1,1.446250095,0.04
1594,0.19925,0,5,-5,-193,ff010001,6443008,5410816,15567,1,1.446250095,0.025
1595,0.199375,0,5,-5,-204,ff010001,6377472,5382144,15568,1,0.821240558,0.025
1596,0.1995,0,3,-3,-210,ff010001,6377472,5382144,15568,1,0.821240558,0.015
1597,0.199625,0,5,-5,-220,ff010001,6311936,5373952,15569,1,0.196231022,0.025
1598,0.19975,0,3,-3,-220,ff010001,6311936,5373952,15569,1,0.196231022,0.015
1599,0.199875,0,0,0,-195,ff010001,6311936,5373952,15569,1,0.196231022,0
1600,0.2,0,0,0,-201,ff010001,6230016,5451776,15570,1,-0.5850309,0
1601,0.200125,0,0,0,-216,ff010001,6230016,5451776,15570,1,-0.5850309,0
1602,0.20025,0,-5,5,-193,ff010001,6230016,5451776,15570,1,-0.5850309,-0.025
1603,0.200375,0,-7,7,-179,ff010001,6184960,5308416,15571,1,-1.014724956,-0.035
1604,0.2005,0,-10,10,-186,ff010001,6184960,5308416,15571,1,-1.014724956,-0.05
1605,0.200625,0,-9,9,-201,ff010001,6184960,5308416,15571,1,-1.014724956,-0.045
1606,0.20075,0,-8,8,-221,ff010001,6119424,5357568,15572,1,-1.639734493,-0.04
1607,0.200875,0,-16,16,-178,ff010001,6119424,5357568,15572,1,-1.639734493,-0.08
1608,0.201,0,-11,11,-190,ff010001,6119424,5357568,15572,1,-1.639734493,-0.055
1609,0.201125,0,-13,13,-220,ff010001,6070272,5308416,15573,1,-2.108491646,-0.065
1610,0.20125,0,-13,13,-199,ff010001,6070272,5308416,15573,1,-2.108491646,-0.065
1611,0.201375,0,-16,16,-190,ff010001,6053888,5226496,15574,1,-2.26474403,-0.08
1612,0.2015,0,-14,14,-197,ff010001,6053888,5226496,15574,1,-2.26474403,-0.07
1613,0.201625,0,-20,20,-183,ff010001,6053888,5226496,15574,1,-2.26474403,-0.1
1614,0.20175,0,-20,20,-171,ff010001,6029312,5222400,15575,1,-2.499122606,-0.1
1615,0.201875,0,-20,20,-198,ff010001,6029312,5222400,15575,1,-2.499122606,-0.1
1616,0.202,0,-20,20,-201,ff010001,6029312,5222400,15575,1,-2.499122606,-0.1
1617,0.202125,0,-23,23,-185,ff010001,5984256,5267456,15576,1,-2.928816663,-0.115
1618,0.20225,0,-23,23,-182,ff010001,5984256,5267456,15576,1,-2.928816663,-0.115
1619,0.202375,0,-22,22,-200,ff010001,5984256,5267456,15576,1,-2.928816663,-0.11
